6000,11000,30000,42000,66000,75000,104000,133000,157000,178000,190000
24.0,530.0,4128.0,4357.0,4685.0,3725.0,3789.0,4464.0,5427.0,6225.0,7545.0
630.0,3106.0,705.0,744.0,3514.0,2794.0,2842.0,4464.0,5427.0,6225.0,7545.0
473.0,530.0,705.0,744.0,2635.0,2095.0,2132.0,3894.0,4570.0,5171.0,5659.0
355.0,398.0,705.0,744.0,1977.0,1571.0,1599.0,3894.0,4570.0,5171.0,5376.0
266.0,298.0,705.0,744.0,1486.0,1181.0,1202.0,3894.0,4570.0,5171.0,5376.0
199.0,224.0,705.0,744.0,1486.0,1181.0,1202.0,3894.0,4570.0,5171.0,5376.0
150.0,168.0,705.0,744.0,1486.0,1181.0,1202.0,3894.0,4570.0,5171.0,5376.0
112.0,126.0,705.0,744.0,1486.0,1181.0,1202.0,3894.0,4570.0,5171.0,5376.0
0.0,94.0,705.0,744.0,1486.0,1181.0,1202.0,3894.0,4570.0,5171.0,5376.0
0.0,71.0,705.0,744.0,1486.0,1181.0,1202.0,3894.0,4570.0,5171.0,5376.0
0.0,0.0,705.0,744.0,1486.0,1181.0,1202.0,3894.0,4570.0,5171.0,5376.0
0.0,0.0,705.0,744.0,1486.0,1181.0,1202.0,3894.0,4570.0,5171.0,5376.0
0.0,0.0,705.0,744.0,1486.0,1181.0,1202.0,3894.0,4570.0,5171.0,5376.0
0.0,0.0,705.0,744.0,1486.0,1181.0,1202.0,3894.0,4570.0,5171.0,5376.0
0.0,0.0,529.0,744.0,1486.0,1181.0,1202.0,2920.0,3427.0,3878.0,4032.0
0.0,0.0,397.0,744.0,1114.0,3725.0,3789.0,2190.0,2570.0,2909.0,3024.0
0.0,0.0,297.0,744.0,836.0,2794.0,2842.0,1643.0,1928.0,2182.0,2268.0
0.0,0.0,223.0,744.0,627.0,2095.0,2132.0,1232.0,1446.0,1636.0,1701.0
0.0,0.0,167.0,744.0,470.0,1571.0,1599.0,924.0,1084.0,1227.0,1276.0
0.0,0.0,125.0,744.0,353.0,1179.0,1202.0,693.0,813.0,920.0,957.0
0.0,0.0,94.0,744.0,264.0,884.0,1202.0,520.0,610.0,690.0,718.0
0.0,0.0,0.0,558.0,198.0,663.0,1202.0,390.0,457.0,518.0,538.0
0.0,0.0,0.0,419.0,149.0,497.0,3789.0,292.0,343.0,388.0,404.0
0.0,0.0,0.0,314.0,112.0,373.0,2842.0,219.0,257.0,291.0,303.0
0.0,0.0,0.0,235.0,0.0,280.0,2132.0,164.0,193.0,218.0,227.0
0.0,0.0,0.0,177.0,0.0,210.0,1599.0,123.0,145.0,164.0,170.0
0.0,0.0,0.0,132.0,0.0,157.0,1199.0,93.0,109.0,123.0,128.0
0.0,0.0,0.0,99.0,0.0,118.0,899.0,0.0,81.0,92.0,96.0
0.0,0.0,0.0,0.0,0.0,88.0,674.0,0.0,0.0,0.0,72.0
0.0,0.0,0.0,0.0,0.0,0.0,506.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,379.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,285.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,213.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
